slope,elevation,rainfall_total,rainfall_1h,rainfall_6h,rainfall_12h,rainfall_24h,soil_moisture,soil_type,geology,vegetation_ndvi,land_use,historical_landslide_density,risk_probability,risk_level,source_type
10.3,671.5,22.4,4.1,9.7,14.3,22.4,0.319,1,2,0.476,0,0.162,0.0842,LOW,DEMO
13.9,540.7,86.1,21.7,49.6,70.5,86.1,0.432,0,0,0.463,0,0.043,0.2367,LOW,DEMO
35.9,3933.5,69.3,5.4,23.1,41.8,69.3,0.379,0,0,0.729,1,0.135,0.2495,LOW,DEMO
46.1,1629.0,59.5,8.0,23.4,42.3,59.5,0.435,0,2,0.695,0,0.214,0.2387,LOW,DEMO
28.0,593.8,101.9,27.6,57.1,77.9,101.9,0.439,0,2,0.441,1,0.073,0.3056,MEDIUM,DEMO
28.8,1249.4,83.2,11.3,40.3,55.7,83.2,0.332,1,1,0.877,0,0.038,0.1996,LOW,DEMO
36.7,362.7,99.5,8.4,34.3,55.9,99.5,0.424,0,0,0.171,0,0.126,0.3088,MEDIUM,DEMO
26.1,175.0,80.7,9.7,28.0,49.9,80.7,0.459,1,3,0.368,0,0.325,0.1882,LOW,DEMO
11.6,471.1,44.7,12.5,26.0,36.6,44.7,0.239,0,1,0.148,2,0.158,0.1782,LOW,DEMO
42.1,544.2,42.3,5.7,16.4,29.9,42.3,0.324,1,2,0.758,0,0.521,0.1848,LOW,DEMO
37.8,95.0,77.7,9.8,30.6,61.7,77.7,0.423,1,1,0.694,3,0.648,0.3036,MEDIUM,DEMO
36.2,1597.6,133.5,24.3,61.4,95.7,133.5,0.631,3,0,0.64,3,0.176,0.4718,MEDIUM,DEMO
42.4,480.5,82.1,15.2,31.6,68.4,82.1,0.463,1,1,0.283,0,0.2,0.3633,MEDIUM,DEMO
39.6,861.6,48.6,4.8,22.5,40.0,48.6,0.347,0,2,0.658,1,0.731,0.2284,LOW,DEMO
23.3,149.2,85.9,10.2,41.3,59.7,85.9,0.435,1,3,0.39,0,0.448,0.1895,LOW,DEMO
28.9,253.1,88.1,7.3,30.6,56.9,88.1,0.319,2,0,0.78,1,0.077,0.2391,LOW,DEMO
19.3,2064.0,45.0,5.4,24.0,32.9,45.0,0.281,1,3,0.272,0,0.396,0.1148,LOW,DEMO
19.5,924.4,229.2,36.9,127.1,172.5,229.2,0.708,1,1,0.286,1,0.188,0.5408,HIGH,DEMO
39.7,2781.3,129.3,16.9,62.9,90.5,129.3,0.498,3,0,0.85,0,0.284,0.4261,MEDIUM,DEMO
48.3,4200.0,70.1,15.2,41.7,55.8,70.1,0.395,1,2,0.513,0,0.291,0.3311,MEDIUM,DEMO
56.4,498.5,218.9,24.1,80.7,132.4,218.9,0.658,3,0,0.459,2,0.075,0.7648,VERY HIGH,DEMO
37.9,399.5,95.6,12.4,38.6,62.2,95.6,0.427,2,3,0.387,0,0.157,0.2696,MEDIUM,DEMO
22.3,1839.0,90.6,23.2,48.0,68.5,90.6,0.423,2,0,0.752,0,0.057,0.2474,LOW,DEMO
18.1,4200.0,173.1,15.9,64.6,108.0,173.1,0.519,1,2,0.388,0,0.348,0.3408,MEDIUM,DEMO
45.8,974.0,129.9,16.0,50.7,88.6,129.9,0.48,0,0,0.391,0,0.187,0.4943,MEDIUM,DEMO
36.1,1506.9,104.4,15.4,55.6,87.6,104.4,0.382,2,0,0.214,1,0.18,0.417,MEDIUM,DEMO
37.5,1449.9,58.3,10.2,27.8,43.0,58.3,0.327,1,0,0.516,0,0.094,0.2363,LOW,DEMO
44.2,475.1,76.9,18.2,43.3,64.2,76.9,0.453,1,1,0.822,1,0.098,0.4016,MEDIUM,DEMO
40.8,848.6,69.2,15.4,34.5,53.1,69.2,0.37,0,0,0.848,3,0.482,0.3405,MEDIUM,DEMO
46.9,1691.1,49.3,9.0,25.5,37.8,49.3,0.371,1,0,0.877,1,0.321,0.3242,MEDIUM,DEMO
14.5,1128.6,274.1,59.4,130.1,199.4,274.1,0.765,1,0,0.48,1,0.413,0.5615,HIGH,DEMO
42.6,99.3,130.6,20.0,46.0,77.4,130.6,0.473,1,1,0.709,1,0.136,0.4988,MEDIUM,DEMO
47.8,449.5,67.5,5.8,23.4,47.6,67.5,0.325,1,2,0.54,1,0.058,0.2809,MEDIUM,DEMO
26.5,220.4,97.9,11.5,42.0,61.2,97.9,0.412,1,3,0.536,3,0.265,0.2222,LOW,DEMO
38.3,318.7,69.8,10.9,27.2,59.3,69.8,0.389,2,1,0.733,0,0.206,0.2498,LOW,DEMO
27.6,2203.1,43.8,10.2,20.6,27.6,43.8,0.36,1,1,0.755,3,0.177,0.1741,LOW,DEMO
55.9,113.8,17.7,2.4,7.7,11.0,17.7,0.289,1,3,0.135,0,0.339,0.2352,LOW,DEMO
12.4,303.4,103.2,13.3,49.6,76.1,103.2,0.474,2,3,0.837,0,0.226,0.1799,LOW,DEMO
36.2,413.4,78.6,18.8,40.9,55.3,78.6,0.32,2,0,0.745,2,0.254,0.3396,MEDIUM,DEMO
21.4,943.5,153.0,14.0,53.9,85.1,153.0,0.577,1,1,0.668,0,0.537,0.3542,MEDIUM,DEMO
41.1,767.4,53.1,6.0,14.6,31.2,53.1,0.292,3,2,0.768,1,0.29,0.2169,LOW,DEMO
21.9,301.6,153.1,15.8,75.0,121.5,153.1,0.584,1,2,0.528,2,0.682,0.3823,MEDIUM,DEMO
24.5,241.5,163.8,12.5,60.7,113.9,163.8,0.579,1,1,0.708,1,0.179,0.4021,MEDIUM,DEMO
33.4,323.2,24.3,2.7,8.1,14.4,24.3,0.202,2,1,0.575,0,0.159,0.1296,LOW,DEMO
52.0,708.4,140.4,22.6,56.9,96.8,140.4,0.548,0,1,0.533,0,0.132,0.5703,HIGH,DEMO
23.5,364.7,126.3,13.1,54.0,79.1,126.3,0.534,3,2,0.281,0,0.26,0.2722,MEDIUM,DEMO
20.3,2734.0,73.6,11.7,27.3,45.4,73.6,0.45,1,0,0.764,3,0.678,0.234,LOW,DEMO
43.2,641.0,151.5,17.9,75.1,126.8,151.5,0.493,2,1,0.792,2,0.227,0.5258,HIGH,DEMO
33.6,134.5,136.7,17.5,48.7,90.0,136.7,0.513,1,1,0.858,3,0.396,0.4169,MEDIUM,DEMO
51.8,1256.0,84.0,8.5,29.0,47.4,84.0,0.441,0,2,0.212,3,0.452,0.3933,MEDIUM,DEMO
20.4,438.9,23.3,4.4,10.3,19.6,23.3,0.33,2,0,0.342,1,0.054,0.1412,LOW,DEMO
38.5,1033.9,65.3,12.0,27.2,51.5,65.3,0.392,2,1,0.641,3,0.012,0.2651,MEDIUM,DEMO
24.4,375.1,141.6,13.2,60.1,88.7,141.6,0.492,3,0,0.77,2,0.204,0.3491,MEDIUM,DEMO
20.9,841.1,94.6,9.1,35.2,63.6,94.6,0.475,1,2,0.691,1,0.446,0.2186,LOW,DEMO
40.0,1411.2,56.9,10.0,21.4,46.0,56.9,0.405,1,2,0.466,1,0.27,0.2632,MEDIUM,DEMO
36.6,2448.1,80.4,9.5,29.2,52.9,80.4,0.392,3,2,0.672,2,0.241,0.2434,LOW,DEMO
43.0,352.4,83.9,13.3,38.8,60.4,83.9,0.367,1,0,0.175,1,0.08,0.4119,MEDIUM,DEMO
27.4,447.0,42.7,5.3,21.1,30.3,42.7,0.293,0,1,0.624,1,0.285,0.1729,LOW,DEMO
31.9,641.7,55.6,13.7,27.6,37.3,55.6,0.422,0,0,0.126,1,0.452,0.3217,MEDIUM,DEMO
30.6,2437.7,261.8,62.4,130.9,194.2,261.8,0.784,3,1,0.156,2,0.108,0.6072,HIGH,DEMO
59.4,2164.9,7.6,0.6,3.0,5.2,7.6,0.263,1,0,0.696,0,0.423,0.2649,MEDIUM,DEMO
26.8,164.8,79.8,8.8,24.0,44.4,79.8,0.388,2,2,0.483,2,0.311,0.2023,LOW,DEMO
26.9,207.3,141.6,25.4,55.0,112.5,141.6,0.425,1,0,0.165,2,0.411,0.4484,MEDIUM,DEMO
29.0,695.8,78.9,9.7,29.4,46.1,78.9,0.392,0,1,0.486,1,0.565,0.2806,MEDIUM,DEMO
35.6,181.5,51.6,7.1,21.4,35.6,51.6,0.286,3,0,0.168,0,0.214,0.22,LOW,DEMO
25.2,461.6,62.0,9.2,29.3,44.9,62.0,0.373,1,1,0.383,1,0.328,0.2263,LOW,DEMO
52.0,224.6,222.8,18.5,88.4,169.7,222.8,0.723,1,1,0.24,0,0.701,0.751,VERY HIGH,DEMO
25.7,989.6,117.5,18.9,43.3,79.1,117.5,0.419,0,1,0.287,0,0.02,0.3132,MEDIUM,DEMO
50.6,2767.1,113.1,15.8,46.8,87.1,113.1,0.472,1,0,0.269,1,0.081,0.5637,HIGH,DEMO
17.9,4200.0,73.3,10.7,29.8,43.2,73.3,0.436,2,0,0.403,2,0.125,0.2167,LOW,DEMO
38.9,503.4,91.3,9.5,34.2,68.1,91.3,0.431,1,1,0.202,0,0.106,0.3032,MEDIUM,DEMO
51.4,902.4,37.7,8.3,19.1,30.1,37.7,0.294,1,3,0.521,0,0.353,0.2476,LOW,DEMO
21.5,1825.8,230.7,38.4,87.7,188.4,230.7,0.679,0,2,0.429,1,0.213,0.4868,MEDIUM,DEMO
57.1,192.5,122.3,19.9,54.5,88.6,122.3,0.525,3,3,0.758,2,0.238,0.5593,HIGH,DEMO
32.1,1132.8,79.4,11.3,24.0,51.1,79.4,0.411,2,3,0.748,0,0.282,0.1975,LOW,DEMO
54.6,553.1,87.2,6.2,26.3,52.2,87.2,0.412,2,1,0.746,0,0.525,0.394,MEDIUM,DEMO
39.7,287.8,107.1,14.8,33.9,70.0,107.1,0.507,0,1,0.477,0,0.364,0.3867,MEDIUM,DEMO
27.1,543.9,37.5,5.4,14.8,26.7,37.5,0.345,1,0,0.341,3,0.398,0.1774,LOW,DEMO
22.5,151.1,64.3,5.8,21.7,39.1,64.3,0.309,0,3,0.436,2,0.211,0.146,LOW,DEMO
27.2,1149.9,38.4,5.4,22.4,32.1,38.4,0.353,1,1,0.642,3,0.005,0.1426,LOW,DEMO
17.3,342.2,121.9,15.0,51.7,99.8,121.9,0.524,1,2,0.523,2,0.027,0.2579,MEDIUM,DEMO
20.3,415.8,29.3,3.6,7.8,16.4,29.3,0.242,3,0,0.594,3,0.238,0.123,LOW,DEMO
18.0,196.2,40.3,8.0,18.3,29.0,40.3,0.211,3,1,0.647,1,0.219,0.1501,LOW,DEMO
31.2,1880.0,131.5,26.7,67.9,103.5,131.5,0.442,2,2,0.818,1,0.076,0.3493,MEDIUM,DEMO
44.9,692.1,91.6,7.0,30.7,57.1,91.6,0.415,1,0,0.837,1,0.345,0.3709,MEDIUM,DEMO
20.1,844.1,208.0,45.1,92.8,147.1,208.0,0.687,1,0,0.759,0,0.059,0.4536,MEDIUM,DEMO
19.5,838.4,63.8,8.5,29.3,42.9,63.8,0.324,0,2,0.169,0,0.229,0.1457,LOW,DEMO
38.4,555.6,71.2,9.2,24.0,43.4,71.2,0.41,2,0,0.864,0,0.259,0.2514,MEDIUM,DEMO
22.9,272.5,181.8,35.8,81.1,133.5,181.8,0.443,2,1,0.655,1,0.488,0.4759,MEDIUM,DEMO
17.6,1310.3,154.1,15.5,64.6,130.7,154.1,0.545,2,1,0.647,1,0.276,0.3835,MEDIUM,DEMO
21.4,202.3,133.2,15.9,40.2,87.9,133.2,0.477,2,0,0.138,1,0.146,0.3948,MEDIUM,DEMO
52.7,178.7,46.5,5.2,24.8,33.3,46.5,0.441,3,0,0.484,2,0.541,0.3717,MEDIUM,DEMO
46.2,1194.5,49.4,4.0,17.3,32.0,49.4,0.247,1,3,0.596,2,0.53,0.2315,LOW,DEMO
28.9,290.8,75.2,13.6,32.6,61.2,75.2,0.389,1,0,0.332,3,0.052,0.266,MEDIUM,DEMO
38.9,409.8,74.0,11.0,44.4,59.9,74.0,0.292,3,0,0.183,1,0.413,0.3596,MEDIUM,DEMO
34.7,660.3,47.2,6.3,19.0,28.5,47.2,0.31,2,0,0.525,0,0.096,0.1854,LOW,DEMO
39.7,617.0,61.9,8.7,31.8,50.8,61.9,0.28,3,0,0.459,0,0.179,0.25,MEDIUM,DEMO
39.9,1189.7,76.6,9.8,30.1,45.6,76.6,0.507,0,1,0.154,0,0.02,0.2975,MEDIUM,DEMO
37.9,959.0,149.0,12.8,57.2,86.2,149.0,0.509,1,0,0.515,0,0.265,0.4358,MEDIUM,DEMO
25.8,1010.5,174.1,37.6,88.2,129.8,174.1,0.563,1,1,0.202,1,0.235,0.5106,HIGH,DEMO
12.9,1206.8,119.2,8.3,37.3,79.4,119.2,0.469,1,2,0.443,0,0.141,0.1891,LOW,DEMO
32.2,391.6,25.7,4.7,10.5,18.3,25.7,0.241,3,1,0.326,1,0.345,0.1837,LOW,DEMO
50.3,430.2,161.0,25.8,64.7,120.1,161.0,0.602,1,1,0.858,1,0.339,0.6485,HIGH,DEMO
35.8,598.6,119.6,10.4,31.9,67.7,119.6,0.504,3,2,0.146,1,0.154,0.3587,MEDIUM,DEMO
46.8,410.7,136.3,23.0,49.9,87.0,136.3,0.549,1,3,0.546,0,0.29,0.4691,MEDIUM,DEMO
60.9,3856.0,49.2,5.5,21.5,33.9,49.2,0.281,0,1,0.235,0,0.512,0.4006,MEDIUM,DEMO
21.3,1594.1,185.9,16.5,59.0,117.1,185.9,0.652,0,0,0.363,1,0.467,0.5359,HIGH,DEMO
40.3,241.9,69.6,5.1,21.3,39.3,69.6,0.43,0,1,0.26,0,0.164,0.2513,MEDIUM,DEMO
39.6,85.0,46.7,5.4,17.3,26.9,46.7,0.325,2,1,0.876,2,0.562,0.2281,LOW,DEMO
58.7,119.4,126.0,30.8,62.1,99.6,126.0,0.529,0,0,0.145,3,0.252,0.6789,HIGH,DEMO
59.7,331.8,75.9,11.0,44.4,62.5,75.9,0.405,1,0,0.531,1,0.545,0.5543,HIGH,DEMO
40.1,189.2,117.3,21.6,48.0,69.9,117.3,0.388,2,3,0.582,2,0.34,0.392,MEDIUM,DEMO
24.9,765.9,61.6,11.3,28.5,38.5,61.6,0.355,0,2,0.707,1,0.184,0.1817,LOW,DEMO
45.0,1836.7,35.5,3.4,16.7,26.5,35.5,0.292,0,0,0.596,2,0.236,0.2402,LOW,DEMO
18.2,1281.2,60.6,16.2,33.4,50.7,60.6,0.367,1,1,0.296,2,0.056,0.2177,LOW,DEMO
44.2,298.6,29.8,6.6,13.5,19.1,29.8,0.356,2,0,0.575,2,0.197,0.2507,MEDIUM,DEMO
51.7,538.7,119.8,32.4,67.8,96.6,119.8,0.39,3,0,0.861,2,0.304,0.5501,HIGH,DEMO
29.9,718.2,9.5,1.6,4.4,6.7,9.5,0.245,2,0,0.765,2,0.004,0.1169,LOW,DEMO
38.0,1575.6,154.9,20.7,77.8,129.7,154.9,0.497,3,1,0.465,1,0.131,0.5242,HIGH,DEMO
31.4,1724.4,31.7,3.2,10.0,18.7,31.7,0.27,0,3,0.483,1,0.141,0.1364,LOW,DEMO
31.6,2244.3,143.3,33.1,86.0,120.6,143.3,0.475,1,2,0.221,1,0.425,0.4432,MEDIUM,DEMO
27.4,720.6,110.9,16.2,51.7,75.6,110.9,0.459,2,0,0.553,1,0.465,0.3834,MEDIUM,DEMO
43.3,1146.6,14.8,3.6,8.7,12.4,14.8,0.304,2,0,0.333,0,0.274,0.1944,LOW,DEMO
53.8,186.7,89.3,13.3,30.2,61.4,89.3,0.433,2,1,0.202,0,0.024,0.4509,MEDIUM,DEMO
54.2,829.8,28.4,2.9,11.0,20.1,28.4,0.312,1,0,0.48,2,0.107,0.2948,MEDIUM,DEMO
21.8,337.3,89.6,13.2,40.9,70.9,89.6,0.447,0,2,0.154,3,0.258,0.2307,LOW,DEMO
49.3,588.6,49.9,13.1,26.9,38.3,49.9,0.462,1,0,0.211,3,0.101,0.3863,MEDIUM,DEMO
42.2,984.7,15.1,2.2,8.0,11.1,15.1,0.285,0,0,0.286,1,0.009,0.2058,LOW,DEMO
25.2,347.3,107.3,11.8,38.8,72.5,107.3,0.5,0,1,0.873,0,0.575,0.2632,MEDIUM,DEMO
15.4,128.2,74.0,8.1,38.3,58.3,74.0,0.436,2,0,0.734,3,0.559,0.1964,LOW,DEMO
25.8,89.3,79.0,9.4,31.2,66.0,79.0,0.486,0,1,0.532,2,0.072,0.228,LOW,DEMO
51.8,100.2,17.7,1.7,5.6,9.8,17.7,0.311,1,3,0.297,0,0.259,0.1937,LOW,DEMO
38.0,87.5,16.0,1.6,6.9,11.6,16.0,0.238,3,1,0.514,2,0.192,0.1589,LOW,DEMO
41.5,185.2,64.7,7.1,35.6,52.4,64.7,0.385,1,2,0.613,1,0.061,0.2434,LOW,DEMO
25.4,326.4,140.8,28.1,75.4,105.0,140.8,0.524,0,1,0.123,3,0.406,0.4277,MEDIUM,DEMO
41.4,305.0,121.2,15.3,52.8,95.8,121.2,0.516,2,0,0.871,0,0.102,0.4009,MEDIUM,DEMO
11.7,3974.6,105.2,10.8,52.4,86.1,105.2,0.402,2,0,0.596,2,0.179,0.2431,LOW,DEMO
29.7,408.8,168.1,38.5,84.0,130.4,168.1,0.626,1,1,0.871,2,0.114,0.4619,MEDIUM,DEMO
37.8,202.7,51.9,8.2,21.8,39.7,51.9,0.347,2,1,0.476,0,0.258,0.2189,LOW,DEMO
20.4,789.8,109.3,17.2,68.4,91.7,109.3,0.495,1,1,0.594,1,0.039,0.3116,MEDIUM,DEMO
46.3,1836.5,21.9,5.8,12.6,17.7,21.9,0.306,2,0,0.471,2,0.201,0.2508,MEDIUM,DEMO
24.5,1100.1,271.6,32.1,116.3,215.8,271.6,0.76,0,1,0.127,0,0.218,0.5355,HIGH,DEMO
38.8,396.0,45.5,4.2,15.8,26.2,45.5,0.346,1,2,0.766,1,0.279,0.1885,LOW,DEMO
30.6,822.2,104.0,15.7,33.6,64.6,104.0,0.477,1,0,0.461,0,0.134,0.3203,MEDIUM,DEMO
36.7,1209.3,205.5,22.6,89.1,147.4,205.5,0.73,2,2,0.478,2,0.54,0.6006,HIGH,DEMO
18.2,1252.1,60.2,14.0,30.1,45.9,60.2,0.261,2,3,0.394,1,0.067,0.1725,LOW,DEMO
10.2,1068.4,102.4,13.8,31.2,65.6,102.4,0.467,3,0,0.449,1,0.452,0.3068,MEDIUM,DEMO
51.6,1921.8,88.2,10.6,36.2,51.0,88.2,0.416,0,1,0.671,0,0.194,0.3848,MEDIUM,DEMO
25.9,1916.9,58.1,4.9,23.5,37.4,58.1,0.349,2,3,0.652,0,0.648,0.1383,LOW,DEMO
46.1,858.5,49.7,6.5,29.0,38.8,49.7,0.224,0,1,0.734,1,0.167,0.2748,MEDIUM,DEMO
63.9,585.7,31.1,2.7,11.6,25.3,31.1,0.337,1,2,0.861,0,0.391,0.2658,MEDIUM,DEMO
23.5,1003.4,70.0,18.8,40.3,57.7,70.0,0.374,1,0,0.417,1,0.27,0.2947,MEDIUM,DEMO
25.7,1614.4,46.4,6.8,21.2,30.8,46.4,0.294,0,0,0.378,2,0.461,0.1953,LOW,DEMO
39.2,85.1,44.2,3.0,14.3,29.2,44.2,0.334,0,0,0.495,2,0.233,0.2206,LOW,DEMO
56.7,4200.0,114.0,15.5,42.2,76.6,114.0,0.447,2,3,0.237,0,0.327,0.5117,HIGH,DEMO
52.1,261.8,84.3,10.5,40.0,55.9,84.3,0.319,1,0,0.696,2,0.181,0.4203,MEDIUM,DEMO
33.6,651.8,146.6,18.0,66.6,109.9,146.6,0.527,1,3,0.562,1,0.53,0.4484,MEDIUM,DEMO
44.9,1930.4,57.7,5.4,21.6,37.9,57.7,0.386,2,0,0.281,2,0.122,0.3025,MEDIUM,DEMO
19.8,309.4,33.1,5.7,13.3,18.4,33.1,0.284,0,0,0.777,0,0.382,0.1227,LOW,DEMO
58.3,663.0,115.1,7.5,37.5,78.5,115.1,0.477,0,0,0.59,1,0.48,0.5824,HIGH,DEMO
56.6,208.0,118.9,14.4,43.4,73.4,118.9,0.476,1,1,0.146,2,0.204,0.6043,HIGH,DEMO
21.3,532.4,94.0,7.7,33.9,52.5,94.0,0.477,0,0,0.269,0,0.284,0.2274,LOW,DEMO
27.0,255.5,43.3,6.9,18.9,29.9,43.3,0.325,3,3,0.797,2,0.237,0.134,LOW,DEMO
17.7,486.8,79.8,7.9,25.8,48.8,79.8,0.438,3,3,0.41,1,0.242,0.1804,LOW,DEMO
26.0,500.8,32.0,2.8,13.6,21.9,32.0,0.294,1,0,0.868,2,0.136,0.1314,LOW,DEMO
45.9,4200.0,45.9,6.5,19.3,29.1,45.9,0.434,0,2,0.523,3,0.096,0.231,LOW,DEMO
29.8,4200.0,158.7,26.9,72.6,116.1,158.7,0.523,1,1,0.278,0,0.573,0.4639,MEDIUM,DEMO
17.0,189.7,54.2,8.2,30.1,45.9,54.2,0.316,0,3,0.571,2,0.29,0.1344,LOW,DEMO
28.5,1245.1,136.3,22.0,51.3,97.3,136.3,0.498,1,0,0.198,0,0.093,0.3967,MEDIUM,DEMO
58.9,127.8,97.6,15.8,50.8,72.6,97.6,0.395,0,1,0.734,0,0.244,0.5153,HIGH,DEMO
37.9,107.6,202.8,41.6,98.0,167.5,202.8,0.564,2,0,0.597,1,0.337,0.6305,HIGH,DEMO
31.0,180.2,95.2,17.6,47.1,63.1,95.2,0.463,1,2,0.853,0,0.103,0.2447,LOW,DEMO
21.4,3109.7,91.4,11.5,25.1,54.8,91.4,0.267,1,0,0.644,1,0.299,0.2543,MEDIUM,DEMO
59.8,2625.1,22.1,2.9,7.9,14.0,22.1,0.255,0,1,0.157,1,0.123,0.3549,MEDIUM,DEMO
46.2,274.0,46.9,4.1,15.9,31.4,46.9,0.27,1,3,0.482,1,0.203,0.2313,LOW,DEMO
26.4,238.7,64.5,13.2,29.6,48.0,64.5,0.377,0,1,0.524,2,0.311,0.2375,LOW,DEMO
15.7,327.6,251.2,31.5,72.4,138.5,251.2,0.607,3,1,0.817,2,0.156,0.446,MEDIUM,DEMO
14.6,732.3,49.5,13.2,26.8,39.9,49.5,0.369,1,1,0.449,3,0.373,0.1837,LOW,DEMO
19.0,839.0,33.7,3.1,13.8,19.3,33.7,0.345,0,1,0.571,1,0.182,0.1325,LOW,DEMO
36.2,305.5,25.6,4.1,10.8,21.0,25.6,0.216,1,1,0.261,0,0.352,0.1666,LOW,DEMO
53.1,1351.8,21.5,3.1,8.9,17.9,21.5,0.299,0,1,0.306,1,0.113,0.2895,MEDIUM,DEMO
33.4,413.4,256.6,62.1,154.9,217.3,256.6,0.752,1,3,0.537,1,0.273,0.5689,HIGH,DEMO
47.4,2377.5,86.9,19.0,38.5,68.9,86.9,0.458,0,0,0.65,0,0.13,0.4219,MEDIUM,DEMO
31.9,1042.3,37.2,4.6,12.8,22.0,37.2,0.246,1,0,0.451,1,0.164,0.1905,LOW,DEMO
41.0,596.0,171.0,27.3,67.3,130.3,171.0,0.487,1,0,0.449,0,0.278,0.548,HIGH,DEMO
42.0,1484.2,219.1,23.5,77.3,133.9,219.1,0.732,2,1,0.315,1,0.168,0.6868,HIGH,DEMO
21.8,1613.0,38.5,4.7,16.4,31.5,38.5,0.28,1,0,0.651,2,0.242,0.1444,LOW,DEMO
29.2,388.9,56.2,7.1,23.5,36.2,56.2,0.328,2,3,0.124,3,0.228,0.1717,LOW,DEMO
38.2,453.6,154.8,12.7,60.2,100.3,154.8,0.569,3,1,0.51,3,0.237,0.467,MEDIUM,DEMO
15.7,2553.4,119.9,19.4,67.9,98.9,119.9,0.414,3,3,0.123,0,0.186,0.254,MEDIUM,DEMO
29.2,242.0,68.7,5.2,20.7,38.1,68.7,0.364,1,0,0.571,0,0.18,0.1847,LOW,DEMO
34.7,118.8,157.4,19.4,57.6,95.7,157.4,0.587,2,0,0.143,0,0.421,0.5226,HIGH,DEMO
62.3,624.7,21.3,2.6,7.6,14.4,21.3,0.219,1,0,0.834,1,0.314,0.3407,MEDIUM,DEMO
32.7,1534.0,32.5,7.8,18.1,24.7,32.5,0.285,1,1,0.483,0,0.232,0.1655,LOW,DEMO
45.9,1409.3,44.9,7.1,20.3,33.4,44.9,0.277,3,0,0.64,3,0.111,0.263,MEDIUM,DEMO
31.5,2347.9,41.0,5.2,15.5,30.8,41.0,0.287,0,2,0.769,0,0.441,0.1317,LOW,DEMO
44.9,765.7,11.4,1.3,4.9,9.2,11.4,0.33,1,2,0.299,1,0.111,0.1791,LOW,DEMO
36.7,174.9,58.7,7.4,16.3,34.4,58.7,0.429,1,2,0.53,3,0.027,0.1949,LOW,DEMO
50.0,879.6,109.4,8.1,35.4,77.3,109.4,0.466,0,3,0.776,3,0.059,0.348,MEDIUM,DEMO
30.8,1436.2,130.5,30.1,60.9,100.2,130.5,0.519,3,1,0.529,1,0.5,0.4532,MEDIUM,DEMO
37.0,168.2,124.2,17.4,50.7,92.0,124.2,0.506,1,1,0.419,1,0.267,0.4703,MEDIUM,DEMO
37.9,250.6,148.5,19.2,75.1,101.6,148.5,0.492,2,1,0.4,1,0.272,0.5269,HIGH,DEMO
31.0,91.1,101.5,8.7,28.2,56.3,101.5,0.45,3,0,0.412,1,0.112,0.3144,MEDIUM,DEMO
20.3,890.5,51.7,4.1,20.2,29.4,51.7,0.281,2,1,0.588,0,0.495,0.1354,LOW,DEMO
17.3,2040.2,17.1,1.4,5.4,10.0,17.1,0.234,3,1,0.155,2,0.231,0.1122,LOW,DEMO
10.2,1079.6,16.7,1.7,5.6,10.9,16.7,0.277,0,2,0.436,1,0.112,0.0912,LOW,DEMO
49.2,3697.7,83.1,13.2,36.0,48.6,83.1,0.351,1,0,0.546,1,0.265,0.452,MEDIUM,DEMO
24.6,138.6,38.9,4.4,18.2,26.4,38.9,0.259,1,0,0.718,0,0.514,0.1387,LOW,DEMO
23.5,2179.7,80.3,12.5,31.0,48.5,80.3,0.364,2,1,0.523,0,0.199,0.2082,LOW,DEMO
42.1,1594.1,29.9,7.0,15.5,23.4,29.9,0.363,0,2,0.824,1,0.139,0.1952,LOW,DEMO
27.8,419.5,166.8,37.6,101.2,135.4,166.8,0.638,2,3,0.457,1,0.061,0.4382,MEDIUM,DEMO
33.7,3348.5,60.2,7.3,25.2,40.2,60.2,0.36,0,0,0.615,2,0.686,0.2587,MEDIUM,DEMO
21.2,385.6,63.7,5.1,21.5,44.8,63.7,0.397,0,2,0.133,3,0.208,0.1521,LOW,DEMO
56.1,2060.9,67.8,5.4,26.6,56.7,67.8,0.348,1,1,0.301,2,0.301,0.4113,MEDIUM,DEMO
47.9,1993.9,3.1,0.6,1.4,2.2,3.1,0.152,2,0,0.74,0,0.039,0.1584,LOW,DEMO
48.6,1355.7,155.4,33.2,85.3,131.8,155.4,0.494,3,2,0.566,2,0.174,0.547,HIGH,DEMO
30.7,826.0,33.1,4.5,13.2,19.6,33.1,0.296,2,0,0.839,2,0.325,0.1634,LOW,DEMO
43.3,195.1,69.0,6.2,26.9,55.8,69.0,0.385,1,2,0.692,2,0.072,0.2374,LOW,DEMO
20.3,763.3,78.7,10.6,40.3,55.0,78.7,0.391,0,2,0.462,2,0.139,0.1818,LOW,DEMO
8.7,477.2,41.9,6.4,14.4,23.3,41.9,0.314,0,1,0.712,0,0.367,0.1213,LOW,DEMO
10.7,1494.1,111.1,20.7,60.3,93.5,111.1,0.428,2,0,0.476,0,0.379,0.2911,MEDIUM,DEMO
36.4,1357.4,144.6,27.3,55.9,121.4,144.6,0.536,0,3,0.371,1,0.402,0.4711,MEDIUM,DEMO
32.2,2253.3,16.8,4.1,8.2,11.2,16.8,0.213,2,3,0.156,0,0.355,0.1204,LOW,DEMO
34.1,93.4,118.6,27.0,61.4,99.2,118.6,0.51,0,3,0.778,0,0.266,0.314,MEDIUM,DEMO
8.5,1570.4,13.9,1.4,5.1,8.2,13.9,0.246,1,0,0.438,0,0.207,0.0924,LOW,DEMO
